Parameter;S_0;X_0;mue_max;K_S;Y_XS
lower_bound;8;0.01;0.1;0;0.1
upper_bound;12;2;0.8;1;0.9
A02;S_0;X_0;mue_max;K_S;Y_XS
A03;S_0;X_0;mue_max;K_S;Y_XS
B01;S_0;X_0;mue_max;K_S;Y_XS
B02;S_0;X_0;mue_max;K_S;Y_XS
B03;S_0;X_0;mue_max;K_S;Y_XS
